,class1,class2,path
5203,40,45,"[40, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45]"
5204,40,6,"[40, 67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 6]"
5205,40,7,"[40, 67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 7]"
5206,40,28,"[40, 67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 28]"
5207,40,47,"[40, 67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47]"
5208,40,3,"[40, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 3]"
5209,40,26,"[40, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 26]"
5210,40,46,"[40, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46]"
5211,40,5,"[40, 67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
5212,40,4,"[40, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 4]"
5213,40,27,"[40, 67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 27]"
5214,67,67,[67]
5215,67,40,"[67, 40]"
5216,67,66,"[67, 66]"
5217,67,68,"[67, 68]"
5218,67,17,"[67, 66, 17]"
5219,67,65,"[67, 66, 65]"
5220,67,41,"[67, 68, 41]"
5221,67,69,"[67, 68, 69]"
5222,67,18,"[67, 66, 17, 18]"
5223,67,64,"[67, 66, 65, 64]"
5224,67,42,"[67, 68, 69, 42]"
5225,67,70,"[67, 68, 69, 70]"
5226,67,19,"[67, 66, 17, 18, 19]"
5227,67,20,"[67, 66, 17, 18, 20]"
5228,67,16,"[67, 66, 65, 64, 16]"
5229,67,63,"[67, 66, 65, 64, 63]"
5230,67,73,"[67, 68, 69, 70, 73]"
5231,67,71,"[67, 68, 69, 70, 71]"
5232,67,15,"[67, 66, 65, 64, 63, 15]"
5233,67,38,"[67, 66, 65, 64, 63, 38]"
5234,67,62,"[67, 66, 65, 64, 63, 62]"
5235,67,33,"[67, 68, 69, 70, 73, 33]"
5236,67,74,"[67, 68, 69, 70, 73, 74]"
5237,67,32,"[67, 68, 69, 70, 71, 32]"
5238,67,35,"[67, 68, 69, 70, 71, 35]"
5239,67,72,"[67, 68, 69, 70, 71, 72]"
5240,67,14,"[67, 66, 65, 64, 63, 62, 14]"
5241,67,60,"[67, 66, 65, 64, 63, 62, 60]"
5242,67,75,"[67, 68, 69, 70, 73, 74, 75]"
5243,67,39,"[67, 68, 69, 70, 71, 35, 39]"
5244,67,31,"[67, 68, 69, 70, 71, 72, 31]"
5245,67,57,"[67, 68, 69, 70, 71, 72, 57]"
5246,67,37,"[67, 66, 65, 64, 63, 62, 60, 37]"
5247,67,59,"[67, 66, 65, 64, 63, 62, 60, 59]"
5248,67,61,"[67, 66, 65, 64, 63, 62, 60, 61]"
5249,67,76,"[67, 68, 69, 70, 73, 74, 75, 76]"
5250,67,11,"[67, 68, 69, 70, 71, 72, 57, 11]"
5251,67,56,"[67, 68, 69, 70, 71, 72, 57, 56]"
5252,67,58,"[67, 68, 69, 70, 71, 72, 57, 58]"
5253,67,36,"[67, 66, 65, 64, 63, 62, 60, 59, 36]"
5254,67,77,"[67, 68, 69, 70, 73, 74, 75, 76, 77]"
5255,67,10,"[67, 68, 69, 70, 71, 72, 57, 11, 10]"
5256,67,12,"[67, 68, 69, 70, 71, 72, 57, 11, 12]"
5257,67,53,"[67, 68, 69, 70, 71, 72, 57, 56, 53]"
5258,67,13,"[67, 68, 69, 70, 71, 72, 57, 58, 13]"
5259,67,21,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 21]"
5260,67,34,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 34]"
5261,67,78,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78]"
5262,67,30,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 30]"
5263,67,51,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51]"
5264,67,54,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 54]"
5265,67,52,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 34, 52]"
5266,67,22,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 22]"
5267,67,23,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 23]"
5268,67,79,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79]"
5269,67,50,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50]"
5270,67,9,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 54, 9]"
5271,67,55,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 54, 55]"
5272,67,24,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 24]"
5273,67,43,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43]"
5274,67,29,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 29]"
5275,67,49,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49]"
5276,67,8,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 54, 9, 8]"
5277,67,1,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 1]"
5278,67,44,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44]"
5279,67,48,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48]"
5280,67,2,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 2]"
5281,67,25,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 25]"
5282,67,45,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45]"
5283,67,6,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 6]"
5284,67,7,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 7]"
5285,67,28,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 28]"
5286,67,47,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47]"
5287,67,3,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 3]"
5288,67,26,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 26]"
5289,67,46,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46]"
5290,67,5,"[67, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
5291,67,4,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 4]"
5292,67,27,"[67, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 27]"
5293,41,41,[41]
5294,41,68,"[41, 68]"
5295,41,67,"[41, 68, 67]"
5296,41,69,"[41, 68, 69]"
5297,41,40,"[41, 68, 67, 40]"
5298,41,66,"[41, 68, 67, 66]"
5299,41,42,"[41, 68, 69, 42]"
5300,41,70,"[41, 68, 69, 70]"
5301,41,17,"[41, 68, 67, 66, 17]"
5302,41,65,"[41, 68, 67, 66, 65]"
5303,41,73,"[41, 68, 69, 70, 73]"
5304,41,71,"[41, 68, 69, 70, 71]"
5305,41,18,"[41, 68, 67, 66, 17, 18]"
5306,41,64,"[41, 68, 67, 66, 65, 64]"
5307,41,33,"[41, 68, 69, 70, 73, 33]"
5308,41,74,"[41, 68, 69, 70, 73, 74]"
5309,41,32,"[41, 68, 69, 70, 71, 32]"
5310,41,35,"[41, 68, 69, 70, 71, 35]"
5311,41,72,"[41, 68, 69, 70, 71, 72]"
5312,41,19,"[41, 68, 67, 66, 17, 18, 19]"
5313,41,20,"[41, 68, 67, 66, 17, 18, 20]"
5314,41,16,"[41, 68, 67, 66, 65, 64, 16]"
5315,41,63,"[41, 68, 67, 66, 65, 64, 63]"
5316,41,75,"[41, 68, 69, 70, 73, 74, 75]"
5317,41,39,"[41, 68, 69, 70, 71, 35, 39]"
5318,41,31,"[41, 68, 69, 70, 71, 72, 31]"
5319,41,57,"[41, 68, 69, 70, 71, 72, 57]"
5320,41,15,"[41, 68, 67, 66, 65, 64, 63, 15]"
5321,41,38,"[41, 68, 67, 66, 65, 64, 63, 38]"
5322,41,62,"[41, 68, 67, 66, 65, 64, 63, 62]"
5323,41,76,"[41, 68, 69, 70, 73, 74, 75, 76]"
5324,41,11,"[41, 68, 69, 70, 71, 72, 57, 11]"
5325,41,56,"[41, 68, 69, 70, 71, 72, 57, 56]"
5326,41,58,"[41, 68, 69, 70, 71, 72, 57, 58]"
5327,41,14,"[41, 68, 67, 66, 65, 64, 63, 62, 14]"
5328,41,60,"[41, 68, 67, 66, 65, 64, 63, 62, 60]"
5329,41,77,"[41, 68, 69, 70, 73, 74, 75, 76, 77]"
5330,41,10,"[41, 68, 69, 70, 71, 72, 57, 11, 10]"
5331,41,12,"[41, 68, 69, 70, 71, 72, 57, 11, 12]"
5332,41,53,"[41, 68, 69, 70, 71, 72, 57, 56, 53]"
5333,41,13,"[41, 68, 69, 70, 71, 72, 57, 58, 13]"
5334,41,59,"[41, 68, 69, 70, 71, 72, 57, 58, 59]"
5335,41,37,"[41, 68, 67, 66, 65, 64, 63, 62, 60, 37]"
5336,41,61,"[41, 68, 67, 66, 65, 64, 63, 62, 60, 61]"
5337,41,21,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 21]"
5338,41,34,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 34]"
5339,41,78,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78]"
5340,41,30,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 30]"
5341,41,51,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51]"
5342,41,54,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 54]"
5343,41,36,"[41, 68, 69, 70, 71, 72, 57, 58, 59, 36]"
5344,41,52,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 34, 52]"
5345,41,22,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 22]"
5346,41,23,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 23]"
5347,41,79,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79]"
5348,41,50,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50]"
5349,41,9,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 54, 9]"
5350,41,55,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 54, 55]"
5351,41,24,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 24]"
5352,41,43,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43]"
5353,41,29,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 29]"
5354,41,49,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49]"
5355,41,8,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 54, 9, 8]"
5356,41,1,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 1]"
5357,41,44,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44]"
5358,41,48,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48]"
5359,41,2,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 2]"
5360,41,25,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 25]"
5361,41,45,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45]"
5362,41,6,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 6]"
5363,41,7,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 7]"
5364,41,28,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 28]"
5365,41,47,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47]"
5366,41,3,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 3]"
5367,41,26,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 26]"
5368,41,46,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46]"
5369,41,5,"[41, 68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
5370,41,4,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 4]"
5371,41,27,"[41, 68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 27]"
5372,68,68,[68]
5373,68,41,"[68, 41]"
5374,68,67,"[68, 67]"
5375,68,69,"[68, 69]"
5376,68,40,"[68, 67, 40]"
5377,68,66,"[68, 67, 66]"
5378,68,42,"[68, 69, 42]"
5379,68,70,"[68, 69, 70]"
5380,68,17,"[68, 67, 66, 17]"
5381,68,65,"[68, 67, 66, 65]"
5382,68,73,"[68, 69, 70, 73]"
5383,68,71,"[68, 69, 70, 71]"
5384,68,18,"[68, 67, 66, 17, 18]"
5385,68,64,"[68, 67, 66, 65, 64]"
5386,68,33,"[68, 69, 70, 73, 33]"
5387,68,74,"[68, 69, 70, 73, 74]"
5388,68,32,"[68, 69, 70, 71, 32]"
5389,68,35,"[68, 69, 70, 71, 35]"
5390,68,72,"[68, 69, 70, 71, 72]"
5391,68,19,"[68, 67, 66, 17, 18, 19]"
5392,68,20,"[68, 67, 66, 17, 18, 20]"
5393,68,16,"[68, 67, 66, 65, 64, 16]"
5394,68,63,"[68, 67, 66, 65, 64, 63]"
5395,68,75,"[68, 69, 70, 73, 74, 75]"
5396,68,39,"[68, 69, 70, 71, 35, 39]"
5397,68,31,"[68, 69, 70, 71, 72, 31]"
5398,68,57,"[68, 69, 70, 71, 72, 57]"
5399,68,15,"[68, 67, 66, 65, 64, 63, 15]"
5400,68,38,"[68, 67, 66, 65, 64, 63, 38]"
5401,68,62,"[68, 67, 66, 65, 64, 63, 62]"
5402,68,76,"[68, 69, 70, 73, 74, 75, 76]"
5403,68,11,"[68, 69, 70, 71, 72, 57, 11]"
5404,68,56,"[68, 69, 70, 71, 72, 57, 56]"
5405,68,58,"[68, 69, 70, 71, 72, 57, 58]"
5406,68,14,"[68, 67, 66, 65, 64, 63, 62, 14]"
5407,68,60,"[68, 67, 66, 65, 64, 63, 62, 60]"
5408,68,77,"[68, 69, 70, 73, 74, 75, 76, 77]"
5409,68,10,"[68, 69, 70, 71, 72, 57, 11, 10]"
5410,68,12,"[68, 69, 70, 71, 72, 57, 11, 12]"
5411,68,53,"[68, 69, 70, 71, 72, 57, 56, 53]"
5412,68,13,"[68, 69, 70, 71, 72, 57, 58, 13]"
5413,68,59,"[68, 69, 70, 71, 72, 57, 58, 59]"
5414,68,37,"[68, 67, 66, 65, 64, 63, 62, 60, 37]"
5415,68,61,"[68, 67, 66, 65, 64, 63, 62, 60, 61]"
5416,68,21,"[68, 69, 70, 73, 74, 75, 76, 77, 21]"
5417,68,34,"[68, 69, 70, 73, 74, 75, 76, 77, 34]"
5418,68,78,"[68, 69, 70, 73, 74, 75, 76, 77, 78]"
5419,68,30,"[68, 69, 70, 71, 72, 57, 56, 53, 30]"
5420,68,51,"[68, 69, 70, 71, 72, 57, 56, 53, 51]"
5421,68,54,"[68, 69, 70, 71, 72, 57, 56, 53, 54]"
5422,68,36,"[68, 69, 70, 71, 72, 57, 58, 59, 36]"
5423,68,52,"[68, 69, 70, 73, 74, 75, 76, 77, 34, 52]"
5424,68,22,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 22]"
5425,68,23,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 23]"
5426,68,79,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79]"
5427,68,50,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50]"
5428,68,9,"[68, 69, 70, 71, 72, 57, 56, 53, 54, 9]"
5429,68,55,"[68, 69, 70, 71, 72, 57, 56, 53, 54, 55]"
5430,68,24,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 24]"
5431,68,43,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43]"
5432,68,29,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 29]"
5433,68,49,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49]"
5434,68,8,"[68, 69, 70, 71, 72, 57, 56, 53, 54, 9, 8]"
5435,68,1,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 1]"
5436,68,44,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44]"
5437,68,48,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48]"
5438,68,2,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 2]"
5439,68,25,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 25]"
5440,68,45,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45]"
5441,68,6,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 6]"
5442,68,7,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 7]"
5443,68,28,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 28]"
5444,68,47,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47]"
5445,68,3,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 3]"
5446,68,26,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 26]"
5447,68,46,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46]"
5448,68,5,"[68, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
5449,68,4,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 4]"
5450,68,27,"[68, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 27]"
5451,42,42,[42]
5452,42,69,"[42, 69]"
5453,42,68,"[42, 69, 68]"
5454,42,70,"[42, 69, 70]"
5455,42,41,"[42, 69, 68, 41]"
5456,42,67,"[42, 69, 68, 67]"
5457,42,73,"[42, 69, 70, 73]"
5458,42,71,"[42, 69, 70, 71]"
5459,42,40,"[42, 69, 68, 67, 40]"
5460,42,66,"[42, 69, 68, 67, 66]"
5461,42,33,"[42, 69, 70, 73, 33]"
5462,42,74,"[42, 69, 70, 73, 74]"
5463,42,32,"[42, 69, 70, 71, 32]"
5464,42,35,"[42, 69, 70, 71, 35]"
5465,42,72,"[42, 69, 70, 71, 72]"
5466,42,17,"[42, 69, 68, 67, 66, 17]"
5467,42,65,"[42, 69, 68, 67, 66, 65]"
5468,42,75,"[42, 69, 70, 73, 74, 75]"
5469,42,39,"[42, 69, 70, 71, 35, 39]"
5470,42,31,"[42, 69, 70, 71, 72, 31]"
5471,42,57,"[42, 69, 70, 71, 72, 57]"
5472,42,18,"[42, 69, 68, 67, 66, 17, 18]"
5473,42,64,"[42, 69, 68, 67, 66, 65, 64]"
5474,42,76,"[42, 69, 70, 73, 74, 75, 76]"
5475,42,11,"[42, 69, 70, 71, 72, 57, 11]"
5476,42,56,"[42, 69, 70, 71, 72, 57, 56]"
5477,42,58,"[42, 69, 70, 71, 72, 57, 58]"
5478,42,19,"[42, 69, 68, 67, 66, 17, 18, 19]"
5479,42,20,"[42, 69, 68, 67, 66, 17, 18, 20]"
5480,42,16,"[42, 69, 68, 67, 66, 65, 64, 16]"
5481,42,63,"[42, 69, 68, 67, 66, 65, 64, 63]"
5482,42,77,"[42, 69, 70, 73, 74, 75, 76, 77]"
5483,42,10,"[42, 69, 70, 71, 72, 57, 11, 10]"
5484,42,12,"[42, 69, 70, 71, 72, 57, 11, 12]"
5485,42,53,"[42, 69, 70, 71, 72, 57, 56, 53]"
5486,42,13,"[42, 69, 70, 71, 72, 57, 58, 13]"
5487,42,59,"[42, 69, 70, 71, 72, 57, 58, 59]"
5488,42,15,"[42, 69, 68, 67, 66, 65, 64, 63, 15]"
5489,42,38,"[42, 69, 68, 67, 66, 65, 64, 63, 38]"
5490,42,62,"[42, 69, 68, 67, 66, 65, 64, 63, 62]"
5491,42,21,"[42, 69, 70, 73, 74, 75, 76, 77, 21]"
5492,42,34,"[42, 69, 70, 73, 74, 75, 76, 77, 34]"
5493,42,78,"[42, 69, 70, 73, 74, 75, 76, 77, 78]"
5494,42,30,"[42, 69, 70, 71, 72, 57, 56, 53, 30]"
5495,42,51,"[42, 69, 70, 71, 72, 57, 56, 53, 51]"
5496,42,54,"[42, 69, 70, 71, 72, 57, 56, 53, 54]"
5497,42,36,"[42, 69, 70, 71, 72, 57, 58, 59, 36]"
5498,42,61,"[42, 69, 70, 71, 72, 57, 58, 59, 61]"
5499,42,60,"[42, 69, 70, 71, 72, 57, 58, 59, 60]"
5500,42,14,"[42, 69, 68, 67, 66, 65, 64, 63, 62, 14]"
5501,42,52,"[42, 69, 70, 73, 74, 75, 76, 77, 34, 52]"
5502,42,22,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 22]"
5503,42,23,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 23]"
5504,42,79,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79]"
5505,42,50,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50]"
5506,42,9,"[42, 69, 70, 71, 72, 57, 56, 53, 54, 9]"
5507,42,55,"[42, 69, 70, 71, 72, 57, 56, 53, 54, 55]"
5508,42,37,"[42, 69, 70, 71, 72, 57, 58, 59, 60, 37]"
5509,42,24,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 24]"
5510,42,43,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43]"
5511,42,29,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 29]"
5512,42,49,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49]"
5513,42,8,"[42, 69, 70, 71, 72, 57, 56, 53, 54, 9, 8]"
5514,42,1,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 1]"
5515,42,44,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44]"
5516,42,48,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48]"
5517,42,2,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 2]"
5518,42,25,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 25]"
5519,42,45,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45]"
5520,42,6,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 6]"
5521,42,7,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 7]"
5522,42,28,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 28]"
5523,42,47,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47]"
5524,42,3,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 3]"
5525,42,26,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 26]"
5526,42,46,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46]"
5527,42,5,"[42, 69, 70, 71, 72, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
5528,42,4,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 4]"
5529,42,27,"[42, 69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44, 45, 46, 27]"
5530,69,69,[69]
5531,69,42,"[69, 42]"
5532,69,68,"[69, 68]"
5533,69,70,"[69, 70]"
5534,69,41,"[69, 68, 41]"
5535,69,67,"[69, 68, 67]"
5536,69,73,"[69, 70, 73]"
5537,69,71,"[69, 70, 71]"
5538,69,40,"[69, 68, 67, 40]"
5539,69,66,"[69, 68, 67, 66]"
5540,69,33,"[69, 70, 73, 33]"
5541,69,74,"[69, 70, 73, 74]"
5542,69,32,"[69, 70, 71, 32]"
5543,69,35,"[69, 70, 71, 35]"
5544,69,72,"[69, 70, 71, 72]"
5545,69,17,"[69, 68, 67, 66, 17]"
5546,69,65,"[69, 68, 67, 66, 65]"
5547,69,75,"[69, 70, 73, 74, 75]"
5548,69,39,"[69, 70, 71, 35, 39]"
5549,69,31,"[69, 70, 71, 72, 31]"
5550,69,57,"[69, 70, 71, 72, 57]"
5551,69,18,"[69, 68, 67, 66, 17, 18]"
5552,69,64,"[69, 68, 67, 66, 65, 64]"
5553,69,76,"[69, 70, 73, 74, 75, 76]"
5554,69,11,"[69, 70, 71, 72, 57, 11]"
5555,69,56,"[69, 70, 71, 72, 57, 56]"
5556,69,58,"[69, 70, 71, 72, 57, 58]"
5557,69,19,"[69, 68, 67, 66, 17, 18, 19]"
5558,69,20,"[69, 68, 67, 66, 17, 18, 20]"
5559,69,16,"[69, 68, 67, 66, 65, 64, 16]"
5560,69,63,"[69, 68, 67, 66, 65, 64, 63]"
5561,69,77,"[69, 70, 73, 74, 75, 76, 77]"
5562,69,10,"[69, 70, 71, 72, 57, 11, 10]"
5563,69,12,"[69, 70, 71, 72, 57, 11, 12]"
5564,69,53,"[69, 70, 71, 72, 57, 56, 53]"
5565,69,13,"[69, 70, 71, 72, 57, 58, 13]"
5566,69,59,"[69, 70, 71, 72, 57, 58, 59]"
5567,69,15,"[69, 68, 67, 66, 65, 64, 63, 15]"
5568,69,38,"[69, 68, 67, 66, 65, 64, 63, 38]"
5569,69,62,"[69, 68, 67, 66, 65, 64, 63, 62]"
5570,69,21,"[69, 70, 73, 74, 75, 76, 77, 21]"
5571,69,34,"[69, 70, 73, 74, 75, 76, 77, 34]"
5572,69,78,"[69, 70, 73, 74, 75, 76, 77, 78]"
5573,69,30,"[69, 70, 71, 72, 57, 56, 53, 30]"
5574,69,51,"[69, 70, 71, 72, 57, 56, 53, 51]"
5575,69,54,"[69, 70, 71, 72, 57, 56, 53, 54]"
5576,69,36,"[69, 70, 71, 72, 57, 58, 59, 36]"
5577,69,61,"[69, 70, 71, 72, 57, 58, 59, 61]"
5578,69,60,"[69, 70, 71, 72, 57, 58, 59, 60]"
5579,69,14,"[69, 68, 67, 66, 65, 64, 63, 62, 14]"
5580,69,52,"[69, 70, 73, 74, 75, 76, 77, 34, 52]"
5581,69,22,"[69, 70, 73, 74, 75, 76, 77, 78, 22]"
5582,69,23,"[69, 70, 73, 74, 75, 76, 77, 78, 23]"
5583,69,79,"[69, 70, 73, 74, 75, 76, 77, 78, 79]"
5584,69,50,"[69, 70, 71, 72, 57, 56, 53, 51, 50]"
5585,69,9,"[69, 70, 71, 72, 57, 56, 53, 54, 9]"
5586,69,55,"[69, 70, 71, 72, 57, 56, 53, 54, 55]"
5587,69,37,"[69, 70, 71, 72, 57, 58, 59, 60, 37]"
5588,69,24,"[69, 70, 73, 74, 75, 76, 77, 78, 79, 24]"
5589,69,43,"[69, 70, 73, 74, 75, 76, 77, 78, 79, 43]"
5590,69,29,"[69, 70, 71, 72, 57, 56, 53, 51, 50, 29]"
5591,69,49,"[69, 70, 71, 72, 57, 56, 53, 51, 50, 49]"
5592,69,8,"[69, 70, 71, 72, 57, 56, 53, 54, 9, 8]"
5593,69,1,"[69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 1]"
5594,69,44,"[69, 70, 73, 74, 75, 76, 77, 78, 79, 43, 44]"
